2018-11-18 08:00  to 2018-11-18 08:15,0.000,,
2018-11-18 08:15  to 2018-11-18 08:30,0.000,,
2018-11-18 08:30  to 2018-11-18 08:45,0.000,,
2018-11-18 08:45  to 2018-11-18 09:00,0.000,,
2018-11-18 09:00  to 2018-11-18 09:15,0.000,,
2018-11-18 09:15  to 2018-11-18 09:30,0.000,,
2018-11-18 09:30  to 2018-11-18 09:45,0.000,,
2018-11-18 09:45  to 2018-11-18 10:00,0.000,,
2018-11-18 10:00  to 2018-11-18 10:15,0.000,,
2018-11-18 10:15  to 2018-11-18 10:30,0.000,,
2018-11-18 10:30  to 2018-11-18 10:45,0.000,,
2018-11-18 10:45  to 2018-11-18 11:00,0.000,,
2018-11-18 11:00  to 2018-11-18 11:15,0.000,,
2018-11-18 11:15  to 2018-11-18 11:30,0.000,,
2018-11-18 11:30  to 2018-11-18 11:45,0.015,,
2018-11-18 11:45  to 2018-11-18 12:00,0.042,,
2018-11-18 12:00  to 2018-11-18 12:15,0.094,,
2018-11-18 12:15  to 2018-11-18 12:30,0.132,,
2018-11-18 12:30  to 2018-11-18 12:45,0.072,,
2018-11-18 12:45  to 2018-11-18 13:00,0.033,,
2018-11-18 13:00  to 2018-11-18 13:15,0.114,,
2018-11-18 13:15  to 2018-11-18 13:30,0.113,,
2018-11-18 13:30  to 2018-11-18 13:45,0.072,,
2018-11-18 13:45  to 2018-11-18 14:00,0.132,,
2018-11-18 14:00  to 2018-11-18 14:15,0.033,,
2018-11-18 14:15  to 2018-11-18 14:30,0.148,,
2018-11-18 14:30  to 2018-11-18 14:45,0.170,,
2018-11-18 14:45  to 2018-11-18 15:00,0.137,,
2018-11-18 15:00  to 2018-11-18 15:15,0.036,,
2018-11-18 15:15  to 2018-11-18 15:30,0.048,,
2018-11-18 15:30  to 2018-11-18 15:45,0.042,,
2018-11-18 15:45  to 2018-11-18 16:00,0.000,,
2018-11-18 16:00  to 2018-11-18 16:15,0.000,,
2018-11-18 16:15  to 2018-11-18 16:30,0.000,,
2018-11-18 16:30  to 2018-11-18 16:45,0.000,,
2018-11-18 16:45  to 2018-11-18 17:00,0.000,,
2018-11-18 17:00  to 2018-11-18 17:15,0.000,,
2018-11-18 17:15  to 2018-11-18 17:30,0.000,,
2018-11-18 17:30  to 2018-11-18 17:45,0.000,,
2018-11-18 17:45  to 2018-11-18 18:00,0.000,,
2018-11-18 18:00  to 2018-11-18 18:15,0.000,,
2018-11-18 18:15  to 2018-11-18 18:30,0.000,,
2018-11-18 18:30  to 2018-11-18 18:45,0.000,,
2018-11-18 18:45  to 2018-11-18 19:00,0.000,,
2018-11-18 19:00  to 2018-11-18 19:15,0.000,,
2018-11-18 19:15  to 2018-11-18 19:30,0.000,,
2018-11-18 19:30  to 2018-11-18 19:45,0.000,,
2018-11-18 19:45  to 2018-11-18 20:00,0.000,,
2018-11-18 20:00  to 2018-11-18 20:15,0.000,,
2018-11-18 20:15  to 2018-11-18 20:30,0.000,,
2018-11-18 20:30  to 2018-11-18 20:45,0.000,,
2018-11-18 20:45  to 2018-11-18 21:00,0.000,,
2018-11-18 21:00  to 2018-11-18 21:15,0.000,,
2018-11-18 21:15  to 2018-11-18 21:30,0.000,,
2018-11-18 21:30  to 2018-11-18 21:45,0.000,,
2018-11-18 21:45  to 2018-11-18 22:00,0.000,,
2018-11-18 22:00  to 2018-11-18 22:15,0.000,,
2018-11-18 22:15  to 2018-11-18 22:30,0.000,,
2018-11-18 22:30  to 2018-11-18 22:45,0.000,,
2018-11-18 22:45  to 2018-11-18 23:00,0.000,,
2018-11-18 23:00  to 2018-11-18 23:15,0.000,,
2018-11-18 23:15  to 2018-11-18 23:30,0.000,,
2018-11-18 23:30  to 2018-11-18 23:45,0.000,,
2018-11-18 23:45  to 2018-11-19 00:00,0.000,,

========================================
Interval Blockdata for period starting:, 2018-11-19 00:00  for 1 day,,
========================================
Energy consumption time period,Usage(KWHR),,

   -->
   
   2018-11-19 00:00  to 2018-11-19 00:15,0.000,,
2018-11-19 00:15  to 2018-11-19 00:30,0.000,,
2018-11-19 00:30  to 2018-11-19 00:45,0.000,,
2018-11-19 00:45  to 2018-11-19 01:00,0.000,,
2018-11-19 01:00  to 2018-11-19 01:15,0.000,,
2018-11-19 01:15  to 2018-11-19 01:30,0.000,,
2018-11-19 01:30  to 2018-11-19 01:45,0.000,,
2018-11-19 01:45  to 2018-11-19 02:00,0.000,,
2018-11-19 02:00  to 2018-11-19 02:15,0.000,,
2018-11-19 02:15  to 2018-11-19 02:30,0.000,,
2018-11-19 02:30  to 2018-11-19 02:45,0.000,,
2018-11-19 02:45  to 2018-11-19 03:00,0.000,,
2018-11-19 03:00  to 2018-11-19 03:15,0.000,,
2018-11-19 03:15  to 2018-11-19 03:30,0.000,,
2018-11-19 03:30  to 2018-11-19 03:45,0.000,,
2018-11-19 03:45  to 2018-11-19 04:00,0.000,,
2018-11-19 04:00  to 2018-11-19 04:15,0.000,,
2018-11-19 04:15  to 2018-11-19 04:30,0.000,,
2018-11-19 04:30  to 2018-11-19 04:45,0.000,,
2018-11-19 04:45  to 2018-11-19 05:00,0.000,,
2018-11-19 05:00  to 2018-11-19 05:15,0.000,,
2018-11-19 05:15  to 2018-11-19 05:30,0.000,,
2018-11-19 05:30  to 2018-11-19 05:45,0.000,,
2018-11-19 05:45  to 2018-11-19 06:00,0.000,,
2018-11-19 06:00  to 2018-11-19 06:15,0.000,,
2018-11-19 06:15  to 2018-11-19 06:30,0.000,,
2018-11-19 06:30  to 2018-11-19 06:45,0.000,,
2018-11-19 06:45  to 2018-11-19 07:00,0.000,,
2018-11-19 07:00  to 2018-11-19 07:15,0.000,,
2018-11-19 07:15  to 2018-11-19 07:30,0.000,,
2018-11-19 07:30  to 2018-11-19 07:45,0.000,,
2018-11-19 07:45  to 2018-11-19 08:00,0.000,,
2018-11-19 08:00  to 2018-11-19 08:15,0.005,,
2018-11-19 08:15  to 2018-11-19 08:30,0.004,,
2018-11-19 08:30  to 2018-11-19 08:45,0.012,,
2018-11-19 08:45  to 2018-11-19 09:00,0.012,,
2018-11-19 09:00  to 2018-11-19 09:15,0.022,,
2018-11-19 09:15  to 2018-11-19 09:30,0.057,,
2018-11-19 09:30  to 2018-11-19 09:45,0.273,,
2018-11-19 09:45  to 2018-11-19 10:00,0.336,,
2018-11-19 10:00  to 2018-11-19 10:15,0.359,,
2018-11-19 10:15  to 2018-11-19 10:30,0.384,,
2018-11-19 10:30  to 2018-11-19 10:45,0.415,,
2018-11-19 10:45  to 2018-11-19 11:00,0.422,,
2018-11-19 11:00  to 2018-11-19 11:15,0.406,,
2018-11-19 11:15  to 2018-11-19 11:30,0.421,,
2018-11-19 11:30  to 2018-11-19 11:45,0.419,,
2018-11-19 11:45  to 2018-11-19 12:00,0.409,,
2018-11-19 12:00  to 2018-11-19 12:15,0.400,,
2018-11-19 12:15  to 2018-11-19 12:30,0.338,,
2018-11-19 12:30  to 2018-11-19 12:45,0.264,,
2018-11-19 12:45  to 2018-11-19 13:00,0.188,,
2018-11-19 13:00  to 2018-11-19 13:15,0.120,,
2018-11-19 13:15  to 2018-11-19 13:30,0.031,,
2018-11-19 13:30  to 2018-11-19 13:45,0.105,,
2018-11-19 13:45  to 2018-11-19 14:00,0.074,,
2018-11-19 14:00  to 2018-11-19 14:15,0.081,,
2018-11-19 14:15  to 2018-11-19 14:30,0.018,,
2018-11-19 14:30  to 2018-11-19 14:45,0.019,,
2018-11-19 14:45  to 2018-11-19 15:00,0.000,,
2018-11-19 15:00  to 2018-11-19 15:15,0.000,,
2018-11-19 15:15  to 2018-11-19 15:30,0.000,,
2018-11-19 15:30  to 2018-11-19 15:45,0.000,,
2018-11-19 15:45  to 2018-11-19 16:00,0.000,,
2018-11-19 16:00  to 2018-11-19 16:15,0.000,,
2018-11-19 16:15  to 2018-11-19 16:30,0.000,,
2018-11-19 16:30  to 2018-11-19 16:45,0.000,,
2018-11-19 16:45  to 2018-11-19 17:00,0.000,,
2018-11-19 17:00  to 2018-11-19 17:15,0.000,,
2018-11-19 17:15  to 2018-11-19 17:30,0.000,,
2018-11-19 17:30  to 2018-11-19 17:45,0.000,,
2018-11-19 17:45  to 2018-11-19 18:00,0.000,,
2018-11-19 18:00  to 2018-11-19 18:15,0.000,,
2018-11-19 18:15  to 2018-11-19 18:30,0.000,,
2018-11-19 18:30  to 2018-11-19 18:45,0.000,,
2018-11-19 18:45  to 2018-11-19 19:00,0.000,,
2018-11-19 19:00  to 2018-11-19 19:15,0.000,,
2018-11-19 19:15  to 2018-11-19 19:30,0.000,,
2018-11-19 19:30  to 2018-11-19 19:45,0.000,,
2018-11-19 19:45  to 2018-11-19 20:00,0.000,,
2018-11-19 20:00  to 2018-11-19 20:15,0.000,,
2018-11-19 20:15  to 2018-11-19 20:30,0.000,,
2018-11-19 20:30  to 2018-11-19 20:45,0.000,,
2018-11-19 20:45  to 2018-11-19 21:00,0.000,,
2018-11-19 21:00  to 2018-11-19 21:15,0.000,,
2018-11-19 21:15  to 2018-11-19 21:30,0.000,,
2018-11-19 21:30  to 2018-11-19 21:45,0.000,,
2018-11-19 21:45  to 2018-11-19 22:00,0.000,,
2018-11-19 22:00  to 2018-11-19 22:15,0.000,,
2018-11-19 22:15  to 2018-11-19 22:30,0.000,,
2018-11-19 22:30  to 2018-11-19 22:45,0.000,,
2018-11-19 22:45  to 2018-11-19 23:00,0.000,,
2018-11-19 23:00  to 2018-11-19 23:15,0.000,,
2018-11-19 23:15  to 2018-11-19 23:30,0.000,,
2018-11-19 23:30  to 2018-11-19 23:45,0.000,,
2018-11-19 23:45  to 2018-11-20 00:00,0.000,,

========================================
Interval Blockdata for period starting:, 2018-11-20 00:00  for 1 day,,
========================================
Energy consumption time period,Usage(KWHR),,

   -->
   
   2018-11-20 00:00  to 2018-11-20 00:15,0.000,,
2018-11-20 00:15  to 2018-11-20 00:30,0.000,,
2018-11-20 00:30  to 2018-11-20 00:45,0.000,,
2018-11-20 00:45  to 2018-11-20 01:00,0.000,,
2018-11-20 01:00  to 2018-11-20 01:15,0.000,,
2018-11-20 01:15  to 2018-11-20 01:30,0.000,,
2018-11-20 01:30  to 2018-11-20 01:45,0.000,,
2018-11-20 01:45  to 2018-11-20 02:00,0.000,,
2018-11-20 02:00  to 2018-11-20 02:15,0.000,,
2018-11-20 02:15  to 2018-11-20 02:30,0.000,,
2018-11-20 02:30  to 2018-11-20 02:45,0.000,,
2018-11-20 02:45  to 2018-11-20 03:00,0.000,,
2018-11-20 03:00  to 2018-11-20 03:15,0.000,,
2018-11-20 03:15  to 2018-11-20 03:30,0.000,,
2018-11-20 03:30  to 2018-11-20 03:45,0.000,,
2018-11-20 03:45  to 2018-11-20 04:00,0.000,,
2018-11-20 04:00  to 2018-11-20 04:15,0.000,,
2018-11-20 04:15  to 2018-11-20 04:30,0.000,,
2018-11-20 04:30  to 2018-11-20 04:45,0.000,,
2018-11-20 04:45  to 2018-11-20 05:00,0.000,,
2018-11-20 05:00  to 2018-11-20 05:15,0.000,,
2018-11-20 05:15  to 2018-11-20 05:30,0.000,,
2018-11-20 05:30  to 2018-11-20 05:45,0.000,,
2018-11-20 05:45  to 2018-11-20 06:00,0.000,,
2018-11-20 06:00  to 2018-11-20 06:15,0.000,,
2018-11-20 06:15  to 2018-11-20 06:30,0.000,,
2018-11-20 06:30  to 2018-11-20 06:45,0.000,,
2018-11-20 06:45  to 2018-11-20 07:00,0.000,,
2018-11-20 07:00  to 2018-11-20 07:15,0.000,,
2018-11-20 07:15  to 2018-11-20 07:30,0.000,,
2018-11-20 07:30  to 2018-11-20 07:45,0.000,,
2018-11-20 07:45  to 2018-11-20 08:00,0.005,,
2018-11-20 08:00  to 2018-11-20 08:15,0.006,,
2018-11-20 08:15  to 2018-11-20 08:30,0.130,,
2018-11-20 08:30  to 2018-11-20 08:45,0.182,,
2018-11-20 08:45  to 2018-11-20 09:00,0.242,,
2018-11-20 09:00  to 2018-11-20 09:15,0.279,,
2018-11-20 09:15  to 2018-11-20 09:30,0.311,,
2018-11-20 09:30  to 2018-11-20 09:45,0.344,,
2018-11-20 09:45  to 2018-11-20 10:00,0.369,,
2018-11-20 10:00  to 2018-11-20 10:15,0.392,,
2018-11-20 10:15  to 2018-11-20 10:30,0.406,,
2018-11-20 10:30  to 2018-11-20 10:45,0.425,,
2018-11-20 10:45  to 2018-11-20 11:00,0.419,,
2018-11-20 11:00  to 2018-11-20 11:15,0.440,,
2018-11-20 11:15  to 2018-11-20 11:30,0.442,,
2018-11-20 11:30  to 2018-11-20 11:45,0.364,,
2018-11-20 11:45  to 2018-11-20 12:00,0.406,,
2018-11-20 12:00  to 2018-11-20 12:15,0.431,,
2018-11-20 12:15  to 2018-11-20 12:30,0.401,,
2018-11-20 12:30  to 2018-11-20 12:45,0.397,,
2018-11-20 12:45  to 2018-11-20 13:00,0.396,,
2018-11-20 13:00  to 2018-11-20 13:15,0.379,,
2018-11-20 13:15  to 2018-11-20 13:30,0.361,,
2018-11-20 13:30  to 2018-11-20 13:45,0.316,,
2018-11-20 13:45  to 2018-11-20 14:00,0.293,,
2018-11-20 14:00  to 2018-11-20 14:15,0.213,,
2018-11-20 14:15  to 2018-11-20 14:30,0.011,,
2018-11-20 14:30  to 2018-11-20 14:45,0.059,,
2018-11-20 14:45  to 2018-11-20 15:00,0.047,,
2018-11-20 15:00  to 2018-11-20 15:15,0.006,,
2018-11-20 15:15  to 2018-11-20 15:30,0.009,,
2018-11-20 15:30  to 2018-11-20 15:45,0.022,,
2018-11-20 15:45  to 2018-11-20 16:00,0.005,,
2018-11-20 16:00  to 2018-11-20 16:15,0.000,,
2018-11-20 16:15  to 2018-11-20 16:30,0.000,,
2018-11-20 16:30  to 2018-11-20 16:45,0.000,,
2018-11-20 16:45  to 2018-11-20 17:00,0.000,,
2018-11-20 17:00  to 2018-11-20 17:15,0.000,,
2018-11-20 17:15  to 2018-11-20 17:30,0.000,,
2018-11-20 17:30  to 2018-11-20 17:45,0.000,,
2018-11-20 17:45  to 2018-11-20 18:00,0.000,,
2018-11-20 18:00  to 2018-11-20 18:15,0.000,,
2018-11-20 18:15  to 2018-11-20 18:30,0.000,,
2018-11-20 18:30  to 2018-11-20 18:45,0.000,,
2018-11-20 18:45  to 2018-11-20 19:00,0.000,,
2018-11-20 19:00  to 2018-11-20 19:15,0.000,,
2018-11-20 19:15  to 2018-11-20 19:30,0.000,,
2018-11-20 19:30  to 2018-11-20 19:45,0.000,,
2018-11-20 19:45  to 2018-11-20 20:00,0.000,,
2018-11-20 20:00  to 2018-11-20 20:15,0.000,,
2018-11-20 20:15  to 2018-11-20 20:30,0.000,,
2018-11-20 20:30  to 2018-11-20 20:45,0.000,,
2018-11-20 20:45  to 2018-11-20 21:00,0.000,,
2018-11-20 21:00  to 2018-11-20 21:15,0.000,,
2018-11-20 21:15  to 2018-11-20 21:30,0.000,,
2018-11-20 21:30  to 2018-11-20 21:45,0.000,,
2018-11-20 21:45  to 2018-11-20 22:00,0.000,,
2018-11-20 22:00  to 2018-11-20 22:15,0.000,,
2018-11-20 22:15  to 2018-11-20 22:30,0.000,,
2018-11-20 22:30  to 2018-11-20 22:45,0.000,,
2018-11-20 22:45  to 2018-11-20 23:00,0.000,,
2018-11-20 23:00  to 2018-11-20 23:15,0.000,,
2018-11-20 23:15  to 2018-11-20 23:30,0.000,,
2018-11-20 23:30  to 2018-11-20 23:45,0.000,,
2018-11-20 23:45  to 2018-11-21 00:00,0.000,,

========================================
Interval Blockdata for period starting:, 2018-11-21 00:00  for 1 day,,
========================================
Energy consumption time period,Usage(KWHR),,

   -->
   
   2018-11-21 00:00  to 2018-11-21 00:15,0.000,,
2018-11-21 00:00  to 2018-11-21 00:15,0.000,,
2018-11-21 00:15  to 2018-11-21 00:30,0.000,,
2018-11-21 00:15  to 2018-11-21 00:30,0.000,,
2018-11-21 00:30  to 2018-11-21 00:45,0.000,,
2018-11-21 00:30  to 2018-11-21 00:45,0.000,,
2018-11-21 00:45  to 2018-11-21 01:00,0.000,,
2018-11-21 00:45  to 2018-11-21 01:00,0.000,,
2018-11-21 01:00  to 2018-11-21 01:15,0.000,,
2018-11-21 01:00  to 2018-11-21 01:15,0.000,,
2018-11-21 01:15  to 2018-11-21 01:30,0.000,,
2018-11-21 01:15  to 2018-11-21 01:30,0.000,,
2018-11-21 01:30  to 2018-11-21 01:45,0.000,,
2018-11-21 01:30  to 2018-11-21 01:45,0.000,,
2018-11-21 01:45  to 2018-11-21 02:00,0.000,,
2018-11-21 01:45  to 2018-11-21 02:00,0.000,,
2018-11-21 02:00  to 2018-11-21 02:15,0.000,,
2018-11-21 02:00  to 2018-11-21 02:15,0.000,,
2018-11-21 02:15  to 2018-11-21 02:30,0.000,,
2018-11-21 02:15  to 2018-11-21 02:30,0.000,,
2018-11-21 02:30  to 2018-11-21 02:45,0.000,,
2018-11-21 02:30  to 2018-11-21 02:45,0.000,,
2018-11-21 02:45  to 2018-11-21 03:00,0.000,,
2018-11-21 02:45  to 2018-11-21 03:00,0.000,,
2018-11-21 03:00  to 2018-11-21 03:15,0.000,,
2018-11-21 03:00  to 2018-11-21 03:15,0.000,,
2018-11-21 03:15  to 2018-11-21 03:30,0.000,,
2018-11-21 03:15  to 2018-11-21 03:30,0.000,,
2018-11-21 03:30  to 2018-11-21 03:45,0.000,,
2018-11-21 03:30  to 2018-11-21 03:45,0.000,,
2018-11-21 03:45  to 2018-11-21 04:00,0.000,,
2018-11-21 03:45  to 2018-11-21 04:00,0.000,,
2018-11-21 04:00  to 2018-11-21 04:15,0.000,,
2018-11-21 04:00  to 2018-11-21 04:15,0.000,,
2018-11-21 04:15  to 2018-11-21 04:30,0.000,,
2018-11-21 04:15  to 2018-11-21 04:30,0.000,,
2018-11-21 04:30  to 2018-11-21 04:45,0.000,,
2018-11-21 04:30  to 2018-11-21 04:45,0.000,,
2018-11-21 04:45  to 2018-11-21 05:00,0.000,,
2018-11-21 04:45  to 2018-11-21 05:00,0.000,,
2018-11-21 05:00  to 2018-11-21 05:15,0.000,,
2018-11-21 05:00  to 2018-11-21 05:15,0.000,,
2018-11-21 05:15  to 2018-11-21 05:30,0.000,,
2018-11-21 05:15  to 2018-11-21 05:30,0.000,,
2018-11-21 05:30  to 2018-11-21 05:45,0.000,,
2018-11-21 05:30  to 2018-11-21 05:45,0.000,,
2018-11-21 05:45  to 2018-11-21 06:00,0.000,,
2018-11-21 05:45  to 2018-11-21 06:00,0.000,,
2018-11-21 06:00  to 2018-11-21 06:15,0.000,,
2018-11-21 06:00  to 2018-11-21 06:15,0.000,,
2018-11-21 06:15  to 2018-11-21 06:30,0.000,,
2018-11-21 06:15  to 2018-11-21 06:30,0.000,,
2018-11-21 06:30  to 2018-11-21 06:45,0.000,,
2018-11-21 06:30  to 2018-11-21 06:45,0.000,,
2018-11-21 06:45  to 2018-11-21 07:00,0.000,,
2018-11-21 06:45  to 2018-11-21 07:00,0.000,,
2018-11-21 07:00  to 2018-11-21 07:15,0.000,,
2018-11-21 07:00  to 2018-11-21 07:15,0.000,,
2018-11-21 07:15  to 2018-11-21 07:30,0.000,,
2018-11-21 07:15  to 2018-11-21 07:30,0.000,,
2018-11-21 07:30  to 2018-11-21 07:45,0.000,,
2018-11-21 07:30  to 2018-11-21 07:45,0.000,,
2018-11-21 07:45  to 2018-11-21 08:00,0.000,,
2018-11-21 07:45  to 2018-11-21 08:00,0.000,,
2018-11-21 08:00  to 2018-11-21 08:15,0.000,,
2018-11-21 08:00  to 2018-11-21 08:15,0.000,,
2018-11-21 08:15  to 2018-11-21 08:30,0.000,,
2018-11-21 08:15  to 2018-11-21 08:30,0.000,,
2018-11-21 08:30  to 2018-11-21 08:45,0.000,,
2018-11-21 08:30  to 2018-11-21 08:45,0.000,,
2018-11-21 08:45  to 2018-11-21 09:00,0.000,,
2018-11-21 08:45  to 2018-11-21 09:00,0.000,,
2018-11-21 09:00  to 2018-11-21 09:15,0.000,,
2018-11-21 09:00  to 2018-11-21 09:15,0.000,,
2018-11-21 09:15  to 2018-11-21 09:30,0.000,,
2018-11-21 09:15  to 2018-11-21 09:30,0.000,,
2018-11-21 09:30  to 2018-11-21 09:45,0.000,,
2018-11-21 09:30  to 2018-11-21 09:45,0.000,,
2018-11-21 09:45  to 2018-11-21 10:00,0.007,,
2018-11-21 09:45  to 2018-11-21 10:00,0.007,,
2018-11-21 10:00  to 2018-11-21 10:15,0.089,,
2018-11-21 10:00  to 2018-11-21 10:15,0.089,,
2018-11-21 10:15  to 2018-11-21 10:30,0.025,,
2018-11-21 10:15  to 2018-11-21 10:30,0.025,,
2018-11-21 10:30  to 2018-11-21 10:45,0.022,,
2018-11-21 10:30  to 2018-11-21 10:45,0.022,,
2018-11-21 10:45  to 2018-11-21 11:00,0.067,,
2018-11-21 10:45  to 2018-11-21 11:00,0.067,,
2018-11-21 11:00  to 2018-11-21 11:15,0.155,,
2018-11-21 11:00  to 2018-11-21 11:15,0.155,,
2018-11-21 11:15  to 2018-11-21 11:30,0.174,,
2018-11-21 11:15  to 2018-11-21 11:30,0.174,,
2018-11-21 11:30  to 2018-11-21 11:45,0.109,,
2018-11-21 11:30  to 2018-11-21 11:45,0.109,,
2018-11-21 11:45  to 2018-11-21 12:00,0.083,,
2018-11-21 11:45  to 2018-11-21 12:00,0.083,,
2018-11-21 12:00  to 2018-11-21 12:15,0.020,,
2018-11-21 12:00  to 2018-11-21 12:15,0.020,,
2018-11-21 12:15  to 2018-11-21 12:30,0.178,,
2018-11-21 12:15  to 2018-11-21 12:30,0.178,,
2018-11-21 12:30  to 2018-11-21 12:45,0.099,,
2018-11-21 12:30  to 2018-11-21 12:45,0.099,,
2018-11-21 12:45  to 2018-11-21 13:00,0.091,,
2018-11-21 12:45  to 2018-11-21 13:00,0.091,,
2018-11-21 13:00  to 2018-11-21 13:15,0.136,,
2018-11-21 13:00  to 2018-11-21 13:15,0.136,,
2018-11-21 13:15  to 2018-11-21 13:30,0.194,,
2018-11-21 13:15  to 2018-11-21 13:30,0.194,,
2018-11-21 13:30  to 2018-11-21 13:45,0.200,,
2018-11-21 13:30  to 2018-11-21 13:45,0.200,,
2018-11-21 13:45  to 2018-11-21 14:00,0.237,,
2018-11-21 13:45  to 2018-11-21 14:00,0.237,,
2018-11-21 14:00  to 2018-11-21 14:15,0.228,,
2018-11-21 14:00  to 2018-11-21 14:15,0.228,,
2018-11-21 14:15  to 2018-11-21 14:30,0.157,,
2018-11-21 14:15  to 2018-11-21 14:30,0.157,,
2018-11-21 14:30  to 2018-11-21 14:45,0.079,,
2018-11-21 14:30  to 2018-11-21 14:45,0.079,,
2018-11-21 14:45  to 2018-11-21 15:00,0.064,,
2018-11-21 14:45  to 2018-11-21 15:00,0.064,,
2018-11-21 15:00  to 2018-11-21 15:15,0.001,,
2018-11-21 15:00  to 2018-11-21 15:15,0.001,,
2018-11-21 15:15  to 2018-11-21 15:30,0.000,,
2018-11-21 15:15  to 2018-11-21 15:30,0.000,,
2018-11-21 15:30  to 2018-11-21 15:45,0.001,,
2018-11-21 15:30  to 2018-11-21 15:45,0.001,,
2018-11-21 15:45  to 2018-11-21 16:00,0.000,,
2018-11-21 15:45  to 2018-11-21 16:00,0.000,,
2018-11-21 16:00  to 2018-11-21 16:15,0.000,,
2018-11-21 16:00  to 2018-11-21 16:15,0.000,,
2018-11-21 16:15  to 2018-11-21 16:30,0.000,,
2018-11-21 16:15  to 2018-11-21 16:30,0.000,,
2018-11-21 16:30  to 2018-11-21 16:45,0.000,,
2018-11-21 16:30  to 2018-11-21 16:45,0.000,,
2018-11-21 16:45  to 2018-11-21 17:00,0.000,,
2018-11-21 16:45  to 2018-11-21 17:00,0.000,,
2018-11-21 17:00  to 2018-11-21 17:15,0.000,,
2018-11-21 17:00  to 2018-11-21 17:15,0.000,,
2018-11-21 17:15  to 2018-11-21 17:30,0.000,,
2018-11-21 17:15  to 2018-11-21 17:30,0.000,,
2018-11-21 17:30  to 2018-11-21 17:45,0.000,,
2018-11-21 17:30  to 2018-11-21 17:45,0.000,,
2018-11-21 17:45  to 2018-11-21 18:00,0.000,,
2018-11-21 17:45  to 2018-11-21 18:00,0.000,,
2018-11-21 18:00  to 2018-11-21 18:15,0.000,,
2018-11-21 18:00  to 2018-11-21 18:15,0.000,,
2018-11-21 18:15  to 2018-11-21 18:30,0.000,,
2018-11-21 18:15  to 2018-11-21 18:30,0.000,,
2018-11-21 18:30  to 2018-11-21 18:45,0.000,,
2018-11-21 18:30  to 2018-11-21 18:45,0.000,,
2018-11-21 18:45  to 2018-11-21 19:00,0.000,,
2018-11-21 18:45  to 2018-11-21 19:00,0.000,,
2018-11-21 19:00  to 2018-11-21 19:15,0.000,,
2018-11-21 19:00  to 2018-11-21 19:15,0.000,,
2018-11-21 19:15  to 2018-11-21 19:30,0.000,,
2018-11-21 19:15  to 2018-11-21 19:30,0.000,,
2018-11-21 19:30  to 2018-11-21 19:45,0.000,,
2018-11-21 19:30  to 2018-11-21 19:45,0.000,,
2018-11-21 19:45  to 2018-11-21 20:00,0.000,,
2018-11-21 19:45  to 2018-11-21 20:00,0.000,,
2018-11-21 20:00  to 2018-11-21 20:15,0.000,,
2018-11-21 20:00  to 2018-11-21 20:15,0.000,,
2018-11-21 20:15  to 2018-11-21 20:30,0.000,,
2018-11-21 20:15  to 2018-11-21 20:30,0.000,,
2018-11-21 20:30  to 2018-11-21 20:45,0.000,,
